Segment,User Initated conversation,Location Picked,Cab selected,Cab Booked,Ride Completed
1331490000000000,1,0,0,0,0
1331490000000000,1,0,0,0,0
1331490000000000,1,0,0,0,0
1331490000000000,1,1,1,0,0
1341490000000000,1,1,1,0,0
1341490000000000,1,0,0,0,0
1341490000000000,1,1,0,0,0
1341490000000000,1,0,0,0,0
1341490000000000,1,0,0,0,0
1341490000000000,1,0,0,0,0
1341490000000000,1,0,0,0,0
1341490000000000,1,1,0,0,0
1341490000000000,1,1,1,0,0
1351490000000000,1,0,0,0,0
1351490000000000,1,0,0,0,0
1351490000000000,1,0,0,0,0
1351490000000000,1,1,1,0,0
1361490000000000,1,0,0,0,0
1361490000000000,1,0,0,0,0
1361490000000000,1,1,0,0,0
1361490000000000,1,1,0,0,0
1361490000000000,1,0,0,0,0
1361490000000000,1,1,0,0,0
1361490000000000,1,0,0,0,0
1361490000000000,1,1,0,0,0
1361490000000000,1,1,1,0,0
1361490000000000,1,1,1,1,0
1361490000000000,1,0,0,0,0
1361490000000000,1,0,0,0,0
1361490000000000,1,1,0,0,0
1371490000000000,1,1,1,0,0
1371490000000000,1,0,0,0,0
1371490000000000,1,0,0,0,0
1371490000000000,1,1,0,0,0
1371490000000000,1,1,0,0,0
1371490000000000,1,1,0,0,0
1371490000000000,1,0,0,0,0
1371490000000000,1,1,0,0,0
1381490000000000,1,1,1,0,0
1381490000000000,1,1,0,0,0
1381490000000000,1,1,0,0,0
1381490000000000,1,1,1,0,0
1381490000000000,1,1,1,0,0
1381490000000000,1,1,0,0,0
1381490000000000,1,0,0,0,0
1381490000000000,1,1,1,0,0
1381490000000000,1,0,0,0,0
1381490000000000,1,0,0,0,0
1381490000000000,1,0,0,0,0
1391490000000000,1,0,0,0,0
1391490000000000,1,1,1,0,0
1391490000000000,1,1,1,0,0
1391490000000000,1,0,0,0,0
1391490000000000,1,1,0,0,0
1391490000000000,1,0,0,0,0
1391490000000000,1,1,1,0,0
1391490000000000,1,0,0,0,0
1391490000000000,1,0,0,0,0
1391490000000000,1,1,1,0,0
1391490000000000,1,1,0,0,0
1401490000000000,1,1,0,0,0
1401490000000000,1,0,0,0,0
1401490000000000,1,0,0,0,0
1401490000000000,1,0,0,0,0
1401490000000000,1,0,0,0,0
1401490000000000,1,0,0,0,0
1.41149E+015,1,0,0,0,0
1.41149E+015,1,1,0,0,0
1.41149E+015,1,0,0,0,0
1.41149E+015,1,1,0,0,0
1.41149E+015,1,0,0,0,0
1421490000000000,1,1,0,0,0
1421490000000000,1,0,0,0,0
1421490000000000,1,0,0,0,0
1421490000000000,1,0,0,0,0
1421490000000000,1,1,0,0,0
1421490000000000,1,0,0,0,0
1.43149E+015,1,0,0,0,0
1.43149E+015,1,1,0,0,0
1.43149E+015,1,1,1,0,0
1.43149E+015,1,1,1,0,0
1.43149E+015,1,0,0,0,0
1.43149E+015,1,0,0,0,0
1.43149E+015,1,0,0,0,0
1.43149E+015,1,0,0,0,0
1.43149E+015,1,1,0,0,0
1.43149E+015,1,0,0,0,0
1.43149E+015,1,0,0,0,0
1.43149E+015,1,0,0,0,0
1.43149E+015,1,0,0,0,0
1.43149E+015,1,1,0,0,0
1.43149E+015,1,0,0,0,0
1441490000000000,1,1,0,0,0
1441490000000000,1,0,0,0,0
1441490000000000,1,0,0,0,0
1441490000000000,1,1,0,0,0
1441490000000000,1,1,1,0,0
1441490000000000,1,1,0,0,0
1441490000000000,1,0,0,0,0
1.45149E+015,1,1,1,0,0
1.45149E+015,1,1,0,0,0
1461490000000000,1,1,1,0,0
1461490000000000,1,1,0,0,0
1461490000000000,1,1,0,0,0
1461490000000000,1,1,0,0,0
1471490000000000,1,0,0,0,0
1471490000000000,1,1,1,0,0
1471490000000000,1,0,0,0,0
1471490000000000,1,0,0,0,0
1481490000000000,1,1,0,0,0
1481490000000000,1,0,0,0,0
1491490000000000,1,1,0,0,0
1501490000000000,1,1,0,0,0
1501490000000000,1,1,1,0,0
1511490000000000,1,0,0,0,0
1511490000000000,1,1,0,0,0
1521490000000000,1,0,0,0,0
1531490000000000,1,0,0,0,0
1541490000000000,1,1,0,0,0
1551490000000000,1,1,0,0,0
1561490000000000,1,1,0,0,0
1561490000000000,1,0,0,0,0
1561490000000000,1,1,0,0,0
1561490000000000,1,0,0,0,0
1561490000000000,1,1,1,0,0
1571490000000000,1,0,0,0,0
1571490000000000,1,1,1,0,0
1571490000000000,1,0,0,0,0
1571490000000000,1,1,0,0,0
1581490000000000,1,0,0,0,0
1581490000000000,1,0,0,0,0
1581490000000000,1,1,0,0,0
1581490000000000,1,0,0,0,0
1591490000000000,1,0,0,0,0
1591490000000000,1,1,0,0,0
15e1486563483909,1,1,0,0,0
15f1487494051513,1,1,0,0,0
1601490000000000,1,0,0,0,0
1601490000000000,1,1,1,1,0
1611490000000000,1,1,0,0,0
1611490000000000,1,0,0,0,0
1611490000000000,1,0,0,0,0
1611490000000000,1,0,0,0,0
1621490000000000,1,1,1,1,0
1621490000000000,1,0,0,0,0
1641490000000000,1,1,0,0,0
1641490000000000,1,1,0,0,0
1641490000000000,1,1,1,0,0
1641490000000000,1,1,0,0,0
1651490000000000,1,1,1,1,1
1651490000000000,1,1,1,0,0
1.66149E+015,1,1,0,0,0
1671490000000000,1,1,0,0,0
1671490000000000,1,1,0,0,0
1.68149E+015,1,1,0,0,0
1691490000000000,1,1,0,0,0
1691490000000000,1,1,0,0,0
16e1486377674671,1,1,0,0,0
1711490000000000,1,1,1,0,0
1.72149E+015,1,0,0,0,0
1.74149E+015,1,1,0,0,0
1751490000000000,1,0,0,0,0
1.76149E+015,1,0,0,0,0
1.76149E+015,1,1,1,0,0
1.76149E+015,1,0,0,0,0
17e1486787027203,1,1,0,0,0
1831490000000000,1,1,0,0,0
1881490000000000,1,0,0,0,0
1.91149E+015,1,0,0,0,0
1961490000000000,1,1,1,1,0
1981490000000000,1,1,0,0,0
1a21487219851750,1,0,0,0,0
1a71486913458741,1,1,0,0,0
1aa1486746150494,1,0,0,0,0
1aa1487747585759,1,1,0,0,0
1af1487683279359,1,1,0,0,0
1bc1486043129022,1,1,1,0,0
1ce1486751496993,1,1,1,1,1
1cf1487150973542,1,0,0,0,0
1d51486827772469,1,1,0,0,0
1dc1487310281221,1,0,0,0,0
1de1487829364594,1,1,0,0,0
1e01487517859620,1,1,0,0,0
1e51485966095589,1,0,0,0,0
1e81486725456896,1,1,0,0,0
1ea1486754758734,1,1,0,0,0
1ec1486309584571,1,1,1,0,0
1f71486622994967,1,1,0,0,0
2.01149E+015,1,1,0,0,0
2151490000000000,1,1,1,0,0
21a1486895526178,1,1,0,0,0
21b1487304574438,1,1,0,0,0
21c1487770584058,1,1,0,0,0
21d1486545096918,1,1,0,0,0
21d1486714141131,1,1,1,0,0
2.20149E+015,1,0,0,0,0
22c1486703073805,1,1,1,0,0
22c1486839139249,1,1,1,0,0
2311490000000000,1,0,0,0,0
2321490000000000,1,1,0,0,0
2361490000000000,1,1,1,0,0
2361490000000000,1,1,0,0,0
2361490000000000,1,1,0,0,0
23c1487253306788,1,1,0,0,0
2401490000000000,1,1,1,1,1
2421490000000000,1,1,0,0,0
2481490000000000,1,1,0,0,0
2531490000000000,1,1,0,0,0
2.55149E+015,1,1,1,1,0
2.55149E+015,1,1,0,0,0
2571490000000000,1,1,0,0,0
2571490000000000,1,1,1,1,0
2581490000000000,1,0,0,0,0
25c1486292374498,1,1,1,0,0
25d1487833312900,1,1,0,0,0
25e1487236987587,1,1,1,1,0
25f1486129232416,1,1,0,0,0
2611490000000000,1,1,0,0,0
2621490000000000,1,1,1,1,1
2.63149E+015,1,0,0,0,0
26a1487599900395,1,1,0,0,0
26c1487650957760,1,1,0,0,0
2831490000000000,1,1,0,0,0
2851490000000000,1,1,0,0,0
28c1487317258917,1,0,0,0,0
2921490000000000,1,1,0,0,0
29d1486248148711,1,1,0,0,0
29d1487580531103,1,1,1,0,0
29f1487398781924,1,1,1,0,0
2a11486201067608,1,1,0,0,0
2a51487152476948,1,1,0,0,0
2a61486665037145,1,1,1,0,0
2ab1486441366745,1,1,1,1,1
2b21487920177726,1,1,0,0,0
2b31487149949076,1,1,0,0,0
2ba1486030670284,1,1,0,0,0
2c41487179625751,1,1,1,0,0
2c81486805393265,1,1,1,1,0
2ca1487780396623,1,1,0,0,0
2d31485955559933,1,1,0,0,0
2d51487513938224,1,1,0,0,0
2d91486055366792,1,1,0,0,0
2dd1487847747294,1,1,0,0,0
2e31485955760667,1,1,0,0,0
2e41486048558197,1,1,1,1,0
2e41486708017022,1,1,1,0,0
2e91487470427228,1,1,0,0,0
2ed1487565401086,1,1,0,0,0
2ed1487572153223,1,0,0,0,0
2f21486180799073,1,0,0,0,0
2f81486031453619,1,1,0,0,0
3011490000000000,1,1,1,1,0
3031490000000000,1,1,0,0,0
3051490000000000,1,1,0,0,0
3081490000000000,1,1,0,0,0
3101490000000000,1,1,0,0,0
3151490000000000,1,0,0,0,0
3151490000000000,1,1,1,0,0
3221490000000000,1,1,0,0,0
3281490000000000,1,0,0,0,0
3291490000000000,1,1,1,1,1
3.30149E+015,1,1,0,0,0
3.30149E+015,1,1,1,0,0
3311490000000000,1,1,0,0,0
3321490000000000,1,1,1,0,0
3321490000000000,1,0,0,0,0
33d1486783705976,1,1,0,0,0
34c1485919452176,1,1,0,0,0
35e1486043492697,1,1,0,0,0
36b1487156873045,1,1,0,0,0
3751490000000000,1,1,0,0,0
3781490000000000,1,1,0,0,0
37d1486631687719,1,0,0,0,0
3.80149E+015,1,1,0,0,0
3821490000000000,1,1,1,0,0
38f1485921314368,1,1,0,0,0
39b1487321028365,1,1,1,1,0
3aa1486563912508,1,1,0,0,0
3ae1486183433173,1,1,0,0,0
3af1486805204955,1,1,0,0,0
3af1487720441669,1,0,0,0,0
3b81487388205615,1,1,0,0,0
3bd1487330158104,1,1,0,0,0
3c81487766757396,1,1,1,0,0
3d21486126346895,1,1,0,0,0
3dc1486735546781,1,0,0,0,0
3f31487872066378,1,1,0,0,0
3f71486312581935,1,1,0,0,0
3fa1486059669114,1,1,1,0,0
3fe1487727999316,1,1,0,0,0
4031490000000000,1,1,0,0,0
4.05149E+015,1,1,0,0,0
40a1486051618852,1,1,0,0,0
41d1487513534713,1,1,1,0,0
4231490000000000,1,1,0,0,0
4.25149E+015,1,1,0,0,0
42a1486892233443,1,1,0,0,0
42b1487307249751,1,1,0,0,0
4.33149E+015,1,1,0,0,0
4.42149E+015,1,1,0,0,0
4.46149E+015,1,1,1,0,0
4.46149E+015,1,1,0,0,0
4471490000000000,1,1,1,0,0
44f1486642314382,1,1,1,0,0
4571490000000000,1,1,0,0,0
4581490000000001,1,1,0,0,0
4591490000000000,1,0,0,0,0
4591490000000000,1,1,1,0,0
45a1486136342236,1,1,0,0,0
4601490000000000,1,0,0,0,0
4691490000000000,1,1,0,0,0
4691490000000000,1,1,1,1,0
46a1487838073814,1,1,0,0,0
46e1487845754077,1,1,0,0,0
46f1486097478021,1,0,0,0,0
4711490000000000,1,1,0,0,0
4751490000000000,1,1,0,0,0
47a1487096533621,1,1,1,0,0
47c1486425463927,1,1,0,0,0
47e1487092493590,1,1,0,0,0
47f1487543034217,1,1,0,0,0
4861490000000000,1,1,0,0,0
4871490000000000,1,1,0,0,0
48b1486305057763,1,1,1,0,0
48b1486447092772,1,1,0,0,0
48f1486564509821,1,1,1,0,0
4971490000000000,1,1,0,0,0
49b1486183702711,1,1,1,0,0
49b1487819329095,1,0,0,0,0
4a11486985064302,1,0,0,0,0
4a41487315795638,1,0,0,0,0
4a61486572051877,1,0,0,0,0
4ad1487082127323,1,1,1,1,0
4af1486471515706,1,1,0,0,0
4c61486372821356,1,1,0,0,0
4ca1486287483415,1,1,0,0,0
4db1487670876388,1,1,0,0,0
4e21485890139730,1,1,0,0,0
4e41486749861229,1,1,1,0,0
4e71485896639337,1,1,0,0,0
4ec1487559300398,1,1,0,0,0
5001490000000000,1,0,0,0,0
5031490000000000,1,1,0,0,0
5071490000000000,1,1,1,0,0
5081490000000000,1,1,0,0,0
50a1486837181711,1,1,0,0,0
50d1487678690747,1,1,0,0,0
50f1486192535726,1,1,1,0,0
5101490000000000,1,1,0,0,0
5161490000000000,1,1,0,0,0
5181490000000000,1,0,0,0,0
51c1487676508239,1,1,0,0,0
5251490000000000,1,1,1,0,0
5281490000000000,1,1,0,0,0
5321490000000000,1,1,0,0,0
5341490000000000,1,1,0,0,0
5361490000000000,1,1,0,0,0
5391490000000000,1,1,0,0,0
5411490000000000,1,1,0,0,0
54f1486623711749,1,1,0,0,0
5561490000000000,1,0,0,0,0
55a1487350043538,1,1,0,0,0
5651490000000000,1,0,0,0,0
5661490000000000,1,1,0,0,0
5741490000000000,1,1,1,0,0
57a1486727445300,1,0,0,0,0
57d1487238668842,1,1,0,0,0
5811490000000000,1,1,0,0,0
5821490000000000,1,1,0,0,0
5881490000000000,1,1,1,0,0
58a1487823734307,1,1,1,0,0
5911490000000000,1,0,0,0,0
5991490000000000,1,0,0,0,0
5a81487334004634,1,1,0,0,0
5ab1486261455225,1,1,1,0,0
5b21487934622635,1,1,0,0,0
5ba1486227659547,1,1,0,0,0
5bd1485947024646,1,1,1,0,0
5be1487255287728,1,1,1,1,0
5c41486576275716,1,1,0,0,0
5c51487723353301,1,1,0,0,0
5c81486109861127,1,1,1,1,1
5cd1486142006986,1,1,0,0,0
5ce1486037200098,1,1,1,0,0
5d21486029139375,1,1,1,0,0
5d71485935000756,1,1,0,0,0
5dd1487742437483,1,1,0,0,0
5e41486047510411,1,1,0,0,0
5ee1486572008376,1,1,0,0,0
5ef1486105721462,1,1,0,0,0
5fb1486575270748,1,1,0,0,0
6051490000000000,1,1,0,0,0
60d1487838767730,1,1,0,0,0
60f1487124673637,1,1,0,0,0
6111490000000000,1,1,0,0,0
6131490000000000,1,1,0,0,0
6151490000000000,1,1,0,0,0
6181490000000000,1,1,0,0,0
61a1487007484937,1,1,0,0,0
61d1486695868212,1,1,0,0,0
6271490000000000,1,0,0,0,0
62e1487688970197,1,1,0,0,0
6341490000000000,1,0,0,0,0
6361490000000000,1,0,0,0,0
63c1486294029691,1,1,0,0,0
6401490000000000,1,1,0,0,0
6561490000000000,1,1,0,0,0
6591490000000000,1,1,0,0,0
65d1486487956839,1,1,0,0,0
66f1487686891396,1,1,0,0,0
6701490000000000,1,1,0,0,0
6721490000000000,1,1,1,0,0
6771490000000000,1,1,1,1,0
6771490000000000,1,1,0,0,0
6771490000000000,1,1,1,0,0
67b1487349724675,1,1,0,0,0
6951490000000000,1,1,0,0,0
6ad1486064064412,1,1,0,0,0
6ae1486535984541,1,1,1,0,0
6b31486253708751,1,1,0,0,0
6b51486042695954,1,1,0,0,0
6ba1487505200084,1,1,0,0,0
6c91487446644130,1,1,0,0,0
6cd1487157468599,1,1,0,0,0
6cd1487305070769,1,1,1,1,0
6ce1487219410185,1,1,0,0,0
6d11486100750268,1,1,1,0,0
6d11486996150916,1,1,0,0,0
6d31486541420009,1,1,0,0,0
6d91486396359015,1,1,1,0,0
6de1486744346569,1,1,0,0,0
6e21487323376503,1,0,0,0,0
6e41487557211325,1,1,0,0,0
6e71486143262170,1,1,0,0,0
6ea1486552315754,1,1,0,0,0
6eb1486137654135,1,1,0,0,0
6ee1487836143976,1,1,0,0,0
6ef1485942160363,1,1,1,1,1
6f81487537106015,1,1,0,0,0
6fa1486054137899,1,1,1,1,1
7071490000000000,1,1,1,0,0
70a1487139978611,1,1,0,0,0
70c1485974231733,1,0,0,0,0
7131490000000000,1,1,0,0,0
7171490000000000,1,1,0,0,0
71d1486557800272,1,1,1,0,0
7201490000000000,1,1,0,0,0
72c1486910383352,1,1,0,0,0
72d1486737408072,1,1,1,1,0
7301490000000000,1,1,0,0,0
7341490000000000,1,1,1,0,0
7341490000000000,1,1,0,0,0
7341490000000000,1,1,0,0,0
73d1487438417042,1,1,1,0,0
73f1486949351914,1,0,0,0,0
7441490000000000,1,0,0,0,0
7471490000000000,1,1,1,0,0
7481490000000000,1,1,0,0,0
7571490000000000,1,1,0,0,0
7581490000000001,1,1,1,0,0
75a1486316800082,1,1,0,0,0
75d1486140990256,1,0,0,0,0
75f1487352363195,1,1,0,0,0
7781490000000000,1,1,0,0,0
7791490000000000,1,1,0,0,0
77e1486896581817,1,1,1,0,0
7861490000000000,1,1,0,0,0
7861490000000000,1,1,0,0,0
7881490000000000,1,1,1,0,0
7941490000000000,1,1,0,0,0
79e1486467949624,1,1,0,0,0
79e1487599344256,1,1,1,0,0
7a41486653653145,1,1,0,0,0
7ad1487265784023,1,1,0,0,0
7ad1487768034532,1,1,0,0,0
7b11487926860387,1,0,0,0,0
7b21486365436979,1,0,0,0,0
7b51486336318474,1,1,0,0,0
7b71487903328578,1,1,0,0,0
7bb1487581581004,1,1,0,0,0
7bf1487854151821,1,1,0,0,0
7c21487449409975,1,1,0,0,0
7c51487254125310,1,1,0,0,0
7cb1487199184214,1,1,0,0,0
7d51486376796994,1,1,0,0,0
7da1485956433748,1,1,0,0,0
7db1487348265299,1,1,1,0,0
7e41487687953432,1,0,0,0,0
7e61487857410675,1,1,0,0,0
7f41487328519900,1,1,0,0,0
80a1486728378675,1,1,0,0,0
80f1486240346529,1,1,0,0,0
8101490000000000,1,1,1,0,0
8141489999999999,1,1,0,0,0
81f1486358212435,1,1,1,0,0
8251490000000000,1,1,1,1,1
8281490000000000,1,1,0,0,0
82e1486314187386,1,1,1,0,0
8311489999999999,1,1,0,0,0
8331490000000001,1,1,1,0,0
8341490000000000,1,1,0,0,0
8351490000000000,1,1,0,0,0
83c1486136344744,1,1,0,0,0
83d1485935549573,1,1,1,1,1
83e1487388992901,1,1,1,0,0
8411490000000001,1,1,1,0,0
8431490000000000,1,1,1,1,0
8541490000000000,1,1,0,0,0
8581490000000001,1,0,0,0,0
